-1,-1,-1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,-1,5,6,-1,-1,-1,-1,-1,8,9,-1,-1,-1,-1,-1
-1,-1,-1,37,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,41,-1,-1,37,38,-1,-1,-1,-1,-1,40,41,-1,-1,-1,-1,-1
-1,-1,-1,37,38,-1,-1,-1,70,-1,39,-1,-1,-1,-1,-1,-1,-1,37,38,-1,-1,39,-1,-1,-1,-1,-1,-1,100,101,-1
-1,-1,-1,37,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,38,-1,-1,-1,-1,0,1,-1,-1,-1,132,133,-1
-1,-1,-1,37,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,38,-1,-1,-1,-1,32,33,71,72,-1,164,165,-1
224,224,224,224,192,193,224,224,224,224,224,224,224,224,224,224,224,224,224,224,192,193,224,224,224,224,224,224,224,224,224,224
-1,-1,-1,-1,192,193,-1,-1,5,6,-1,-1,8,9,-1,-1,-1,-1,-1,-1,192,193,-1,-1,5,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,192,193,-1,-1,37,38,-1,10,11,12,13,14,15,16,-1,-1,192,193,-1,-1,37,38,-1,-1,-1,-1,-1,-1
-1,72,-1,-1,192,193,-1,-1,37,38,-1,42,43,44,45,46,47,48,70,-1,192,193,-1,-1,37,38,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,192,193,-1,-1,37,38,-1,74,75,76,77,78,79,80,81,-1,192,193,-1,-1,37,38,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,192,193,-1,-1,37,38,-1,-1,-1,108,109,110,111,112,-1,-1,192,193,-1,-1,37,38,-1,-1,-1,-1,-1,-1
224,224,224,224,224,224,224,224,224,224,224,192,193,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
-1,-1,-1,5,6,-1,-1,8,9,-1,-1,192,193,-1,-1,-1,-1,-1,5,6,-1,-1,-1,-1,-1,-1,8,9,-1,-1,-1,-1
-1,-1,-1,37,38,-1,-1,40,41,-1,-1,192,193,31,31,31,31,31,37,38,68,17,18,19,20,21,40,41,-1,-1,72,-1
-1,-1,-1,37,38,-1,-1,-1,-1,-1,-1,192,193,31,198,198,198,198,37,38,-1,49,50,51,52,53,-1,-1,-1,-1,-1,-1
128,129,-1,37,38,-1,0,1,-1,-1,-1,192,193,31,198,-1,-1,198,37,38,-1,-1,82,83,84,85,-1,-1,0,1,-1,-1
160,161,-1,37,38,-1,32,33,-1,-1,-1,192,193,31,198,-1,-1,198,37,38,-1,113,114,115,116,117,-1,-1,32,33,-1,-1
224,224,224,224,192,193,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,192,193,224,224,224,224,224,224,224,224,224
-1,-1,-1,-1,192,193,-1,-1,8,9,-1,-1,-1,5,6,-1,-1,8,9,-1,-1,192,193,-1,-1,-1,-1,5,6,-1,-1,-1
68,69,-1,-1,192,193,-1,-1,40,41,-1,-1,-1,37,38,-1,-1,40,41,-1,-1,192,193,-1,-1,-1,-1,37,38,-1,39,-1
-1,-1,-1,-1,192,193,-1,-1,-1,-1,0,1,-1,37,38,-1,68,69,-1,-1,-1,192,193,-1,-1,72,-1,37,38,-1,-1,-1
-1,-1,-1,-1,192,193,-1,-1,-1,-1,32,33,-1,37,38,-1,-1,-1,-1,-1,-1,192,193,-1,-1,-1,-1,37,38,-1,-1,-1
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
